step,timestamp,temperature,humidity,co2,light_intensity,plant_height
797,2026-06-03 05:00:00,17.73,79.13,848.58,0.0,52.356
798,2026-06-03 06:00:00,19.01,76.42,799.88,1.32,52.399
799,2026-06-03 07:00:00,20.35,73.39,762.2,111.4,52.456
800,2026-06-03 08:00:00,21.96,70.17,724.69,301.9,52.525
801,2026-06-03 09:00:00,23.59,66.53,694.41,505.81,52.601
802,2026-06-03 10:00:00,25.08,63.32,670.14,684.96,52.68
803,2026-06-03 11:00:00,26.3,60.51,656.13,807.51,52.759
804,2026-06-03 12:00:00,27.1,58.75,652.23,851.25,52.831
805,2026-06-03 13:00:00,27.9,57.26,653.45,804.62,52.896
806,2026-06-03 14:00:00,28.02,56.71,669.18,684.96,52.958
807,2026-06-03 15:00:00,27.84,57.03,693.49,507.3,53.019
808,2026-06-03 16:00:00,27.12,58.7,724.52,301.2,53.081
809,2026-06-03 17:00:00,26.32,60.78,762.09,110.48,53.136
810,2026-06-03 18:00:00,25.08,63.27,800.26,0.32,53.178
811,2026-06-03 19:00:00,23.59,66.63,849.16,0.0,53.221
812,2026-06-03 20:00:00,22.07,70.03,851.15,0.0,53.265
813,2026-06-03 21:00:00,20.34,73.56,849.63,0.43,53.308
814,2026-06-03 22:00:00,18.95,76.85,849.12,0.0,53.351
815,2026-06-03 23:00:00,17.77,79.17,850.33,2.01,53.393
816,2026-06-04 00:00:00,16.77,81.49,847.25,0.0,53.427
817,2026-06-04 01:00:00,16.18,82.63,851.08,0.0,53.456
818,2026-06-04 02:00:00,15.99,83.14,848.08,0.0,53.483
819,2026-06-04 03:00:00,16.28,82.43,849.23,0.0,53.513
820,2026-06-04 04:00:00,16.93,81.55,849.44,1.63,53.548
821,2026-06-04 05:00:00,17.7,79.49,848.64,1.34,53.59
822,2026-06-04 06:00:00,18.97,76.45,799.78,0.35,53.632
823,2026-06-04 07:00:00,20.41,73.5,760.59,112.7,53.688
824,2026-06-04 08:00:00,22.03,69.99,724.56,300.71,53.757
825,2026-06-04 09:00:00,23.59,66.89,694.87,506.63,53.832
826,2026-06-04 10:00:00,25.23,63.48,670.58,685.92,53.911
827,2026-06-04 11:00:00,26.17,60.6,654.6,807.74,53.99
828,2026-06-04 12:00:00,27.18,58.59,651.09,851.08,54.061
829,2026-06-04 13:00:00,27.78,57.15,656.25,807.9,54.126
830,2026-06-04 14:00:00,27.88,56.75,670.26,686.01,54.189
831,2026-06-04 15:00:00,27.86,57.29,694.52,505.49,54.249
832,2026-06-04 16:00:00,27.15,58.53,725.02,300.48,54.31
833,2026-06-04 17:00:00,26.1,60.61,761.23,111.57,54.365
834,2026-06-04 18:00:00,24.98,63.47,798.92,0.0,54.407
835,2026-06-04 19:00:00,23.53,66.7,851.69,0.98,54.45
836,2026-06-04 20:00:00,21.89,69.97,850.26,0.22,54.493
837,2026-06-04 21:00:00,20.49,73.28,850.06,0.53,54.536
838,2026-06-04 22:00:00,19.06,76.48,849.65,0.0,54.579
839,2026-06-04 23:00:00,17.71,79.26,848.98,0.21,54.62
840,2026-06-05 00:00:00,16.8,81.09,850.22,0.0,54.655
841,2026-06-05 01:00:00,16.24,82.56,850.03,0.0,54.684
842,2026-06-05 02:00:00,16.02,83.22,849.74,0.0,54.711
843,2026-06-05 03:00:00,16.09,82.66,849.99,0.0,54.739
844,2026-06-05 04:00:00,16.85,81.39,849.03,0.0,54.773
845,2026-06-05 05:00:00,17.77,79.38,851.88,0.0,54.815
846,2026-06-05 06:00:00,18.99,76.66,799.98,0.0,54.857
847,2026-06-05 07:00:00,20.33,73.34,760.1,109.76,54.912
848,2026-06-05 08:00:00,21.94,69.84,725.58,301.27,54.981
849,2026-06-05 09:00:00,23.49,66.54,692.08,504.8,55.055
850,2026-06-05 10:00:00,25.03,63.52,669.38,686.35,55.133
851,2026-06-05 11:00:00,26.13,60.48,655.82,809.02,55.212
852,2026-06-05 12:00:00,27.23,58.56,647.8,847.47,55.282
853,2026-06-05 13:00:00,27.81,57.2,654.01,807.01,55.346
854,2026-06-05 14:00:00,28.01,56.94,670.23,686.57,55.407
855,2026-06-05 15:00:00,27.8,57.23,695.0,504.19,55.468
856,2026-06-05 16:00:00,27.41,58.62,725.38,301.18,55.527
857,2026-06-05 17:00:00,26.38,60.79,759.57,113.68,55.581
858,2026-06-05 18:00:00,24.97,63.42,798.72,0.66,55.622
859,2026-06-05 19:00:00,23.5,66.6,849.72,2.41,55.665
860,2026-06-05 20:00:00,22.15,70.01,850.06,0.0,55.708
861,2026-06-05 21:00:00,20.53,73.37,849.58,1.22,55.75
862,2026-06-05 22:00:00,18.96,76.59,848.42,0.88,55.793
863,2026-06-05 23:00:00,17.9,79.44,851.46,0.0,55.835
864,2026-06-06 00:00:00,16.82,81.29,849.77,0.97,55.869
865,2026-06-06 01:00:00,16.21,82.54,848.68,0.0,55.898
866,2026-06-06 02:00:00,16.04,83.51,851.36,0.0,55.924
867,2026-06-06 03:00:00,16.31,82.89,848.45,0.0,55.953
868,2026-06-06 04:00:00,16.89,81.51,848.69,0.76,55.987
869,2026-06-06 05:00:00,17.6,79.3,851.14,0.02,56.027
870,2026-06-06 06:00:00,18.96,76.73,800.97,1.64,56.069
871,2026-06-06 07:00:00,20.51,73.58,761.91,112.25,56.124
872,2026-06-06 08:00:00,22.01,69.96,723.79,299.33,56.192
873,2026-06-06 09:00:00,23.53,66.62,695.37,505.36,56.266
874,2026-06-06 10:00:00,25.08,63.56,669.86,685.78,56.343
875,2026-06-06 11:00:00,26.22,60.86,655.75,805.44,56.421
876,2026-06-06 12:00:00,27.21,58.82,649.82,850.56,56.49
877,2026-06-06 13:00:00,27.84,57.09,655.62,805.19,56.554
878,2026-06-06 14:00:00,27.95,56.96,670.45,684.66,56.615
879,2026-06-06 15:00:00,27.83,57.24,693.95,506.23,56.675
880,2026-06-06 16:00:00,27.14,58.57,724.69,298.54,56.734
881,2026-06-06 17:00:00,26.17,60.9,761.56,110.27,56.789
882,2026-06-06 18:00:00,24.88,63.38,801.56,0.0,56.83
883,2026-06-06 19:00:00,23.65,66.64,850.47,0.0,56.872
884,2026-06-06 20:00:00,22.07,69.95,850.86,0.0,56.914
885,2026-06-06 21:00:00,20.46,73.47,849.85,0.51,56.957
886,2026-06-06 22:00:00,18.98,76.5,851.61,1.31,56.999
887,2026-06-06 23:00:00,17.7,79.42,849.26,0.0,57.039
888,2026-06-07 00:00:00,16.88,81.18,850.93,0.0,57.074
889,2026-06-07 01:00:00,16.19,82.81,850.58,0.0,57.102
890,2026-06-07 02:00:00,16.05,83.22,848.74,0.0,57.128
891,2026-06-07 03:00:00,16.31,83.0,850.72,0.0,57.157
892,2026-06-07 04:00:00,16.84,81.56,850.73,0.98,57.19
893,2026-06-07 05:00:00,17.78,79.32,849.39,0.0,57.231
894,2026-06-07 06:00:00,19.03,76.63,800.56,0.0,57.272
895,2026-06-07 07:00:00,20.5,73.72,761.26,111.84,57.327
896,2026-06-07 08:00:00,22.02,70.3,723.98,300.77,57.394
897,2026-06-07 09:00:00,23.49,66.5,693.88,507.1,57.467
898,2026-06-07 10:00:00,25.14,63.47,669.72,688.15,57.544
899,2026-06-07 11:00:00,26.21,60.58,653.34,808.67,57.621
900,2026-06-07 12:00:00,27.27,58.93,648.61,851.82,57.69
901,2026-06-07 13:00:00,27.8,57.37,653.46,808.76,57.753
902,2026-06-07 14:00:00,28.06,56.79,670.74,684.08,57.813
903,2026-06-07 15:00:00,27.75,57.18,692.08,506.49,57.873
904,2026-06-07 16:00:00,27.29,58.46,725.35,300.19,57.931
905,2026-06-07 17:00:00,26.27,60.57,760.29,113.24,57.985
906,2026-06-07 18:00:00,25.0,63.7,800.05,0.0,58.025
907,2026-06-07 19:00:00,23.64,66.68,850.73,1.49,58.068
908,2026-06-07 20:00:00,21.95,69.98,849.83,0.0,58.109
909,2026-06-07 21:00:00,20.43,73.62,850.24,0.0,58.151
910,2026-06-07 22:00:00,18.88,76.85,849.91,0.0,58.193
911,2026-06-07 23:00:00,17.74,79.11,851.42,0.0,58.233
912,2026-06-08 00:00:00,16.91,81.44,851.43,0.32,58.267
913,2026-06-08 01:00:00,16.27,82.86,850.62,0.43,58.295
914,2026-06-08 02:00:00,15.98,83.49,849.09,0.01,58.321
915,2026-06-08 03:00:00,16.21,82.81,849.57,0.39,58.349
916,2026-06-08 04:00:00,16.79,81.19,850.01,0.0,58.382
917,2026-06-08 05:00:00,17.63,79.35,850.49,0.66,58.422
918,2026-06-08 06:00:00,19.04,76.31,798.64,2.47,58.463
919,2026-06-08 07:00:00,20.37,73.51,760.49,112.02,58.518
920,2026-06-08 08:00:00,21.95,70.08,725.14,299.96,58.584
921,2026-06-08 09:00:00,23.47,66.62,692.72,505.95,58.657
922,2026-06-08 10:00:00,25.2,63.6,670.81,684.93,58.733
923,2026-06-08 11:00:00,26.1,60.47,656.39,805.94,58.81
924,2026-06-08 12:00:00,27.14,58.54,648.94,848.47,58.879
925,2026-06-08 13:00:00,27.79,57.12,654.37,805.95,58.941
926,2026-06-08 14:00:00,28.04,56.77,669.92,685.78,59.001
927,2026-06-08 15:00:00,27.78,57.21,694.4,506.25,59.06
928,2026-06-08 16:00:00,27.19,58.58,724.22,299.44,59.118
929,2026-06-08 17:00:00,26.3,60.73,761.63,112.27,59.171
930,2026-06-08 18:00:00,25.0,63.5,800.94,1.14,59.212
931,2026-06-08 19:00:00,23.55,66.79,850.23,0.79,59.253
932,2026-06-08 20:00:00,22.02,70.04,849.26,0.88,59.295
933,2026-06-08 21:00:00,20.66,73.36,850.07,0.0,59.336
934,2026-06-08 22:00:00,18.96,76.83,849.33,0.0,59.378
935,2026-06-08 23:00:00,17.64,79.22,848.29,0.79,59.418
936,2026-06-09 00:00:00,17.01,81.38,848.33,1.12,59.451
937,2026-06-09 01:00:00,16.15,82.95,849.72,0.0,59.479
938,2026-06-09 02:00:00,15.99,83.31,849.77,0.0,59.504
939,2026-06-09 03:00:00,16.19,82.56,850.4,0.0,59.532
940,2026-06-09 04:00:00,16.77,81.55,850.3,0.74,59.565
941,2026-06-09 05:00:00,17.75,79.51,850.92,0.56,59.605
942,2026-06-09 06:00:00,19.07,76.71,799.56,0.0,59.645
943,2026-06-09 07:00:00,20.48,73.5,762.27,110.75,59.699
944,2026-06-09 08:00:00,21.93,70.07,724.93,298.16,59.765
945,2026-06-09 09:00:00,23.58,66.31,692.99,507.1,59.837
946,2026-06-09 10:00:00,25.14,63.22,669.77,685.09,59.913
947,2026-06-09 11:00:00,26.38,60.59,654.63,808.86,59.987
948,2026-06-09 12:00:00,27.17,58.68,648.52,849.79,60.055
949,2026-06-09 13:00:00,27.67,57.09,655.95,806.87,60.118
950,2026-06-09 14:00:00,27.98,56.69,669.88,685.41,60.178
951,2026-06-09 15:00:00,27.87,56.86,693.1,505.61,60.235
952,2026-06-09 16:00:00,27.19,58.63,725.27,300.14,60.293
953,2026-06-09 17:00:00,26.2,60.63,762.33,111.01,60.346
954,2026-06-09 18:00:00,25.0,63.43,801.56,0.0,60.386
955,2026-06-09 19:00:00,23.62,66.77,849.94,0.0,60.427
956,2026-06-09 20:00:00,21.98,69.96,850.85,0.29,60.469
957,2026-06-09 21:00:00,20.46,73.25,849.03,2.68,60.51
958,2026-06-09 22:00:00,18.99,76.48,851.43,0.35,60.551
959,2026-06-09 23:00:00,17.8,79.31,849.68,0.0,60.591
960,2026-06-10 00:00:00,16.7,81.42,850.3,2.31,60.624
961,2026-06-10 01:00:00,16.21,82.4,849.91,3.42,60.652
962,2026-06-10 02:00:00,16.06,83.08,850.59,0.0,60.678
963,2026-06-10 03:00:00,16.1,82.7,850.09,0.0,60.705
964,2026-06-10 04:00:00,16.72,81.43,849.59,0.49,60.738
965,2026-06-10 05:00:00,17.67,79.44,848.82,2.05,60.777
966,2026-06-10 06:00:00,18.87,76.44,800.42,2.08,60.818
967,2026-06-10 07:00:00,20.47,73.5,761.19,110.64,60.871
968,2026-06-10 08:00:00,21.96,69.82,723.72,301.02,60.936
969,2026-06-10 09:00:00,23.47,66.63,692.63,505.78,61.008
970,2026-06-10 10:00:00,24.96,63.61,670.42,686.58,61.083
971,2026-06-10 11:00:00,26.19,60.67,654.13,806.41,61.158
972,2026-06-10 12:00:00,27.18,58.46,648.78,848.23,61.225
973,2026-06-10 13:00:00,27.62,57.09,655.74,804.93,61.288
974,2026-06-10 14:00:00,27.9,57.07,669.46,685.44,61.347
975,2026-06-10 15:00:00,27.84,57.35,692.41,505.12,61.405
976,2026-06-10 16:00:00,27.07,58.94,723.41,299.21,61.463
977,2026-06-10 17:00:00,26.16,60.44,762.53,114.95,61.516
978,2026-06-10 18:00:00,24.96,63.2,797.76,0.0,61.556
979,2026-06-10 19:00:00,23.53,66.49,850.22,0.49,61.597
980,2026-06-10 20:00:00,22.02,69.95,848.9,0.83,61.638
981,2026-06-10 21:00:00,20.45,73.55,850.79,0.0,61.679
982,2026-06-10 22:00:00,18.89,76.49,848.94,0.94,61.72
983,2026-06-10 23:00:00,17.78,79.5,850.4,0.26,61.759
984,2026-06-11 00:00:00,16.89,81.5,850.07,1.85,61.792
985,2026-06-11 01:00:00,16.21,82.7,849.16,0.88,61.819
986,2026-06-11 02:00:00,16.09,83.19,851.31,0.0,61.846
987,2026-06-11 03:00:00,16.2,82.74,849.27,2.98,61.873
988,2026-06-11 04:00:00,16.8,81.37,850.03,0.0,61.905
989,2026-06-11 05:00:00,17.7,79.48,849.37,0.0,61.944
990,2026-06-11 06:00:00,19.1,76.8,800.52,0.0,61.984
991,2026-06-11 07:00:00,20.43,73.3,760.18,110.62,62.037
992,2026-06-11 08:00:00,21.95,69.84,723.44,300.79,62.102
993,2026-06-11 09:00:00,23.57,66.84,693.27,505.78,62.173
994,2026-06-11 10:00:00,25.02,63.36,670.84,686.01,62.247
995,2026-06-11 11:00:00,26.27,60.63,654.75,805.22,62.321
996,2026-06-11 12:00:00,27.14,58.48,648.88,850.55,62.388
997,2026-06-11 13:00:00,27.89,57.11,655.39,805.64,62.449
998,2026-06-11 14:00:00,27.98,56.7,670.7,684.19,62.507
999,2026-06-11 15:00:00,27.87,57.21,693.28,503.85,62.564
1000,2026-06-11 16:00:00,27.22,58.7,725.27,303.32,62.621
1001,2026-06-11 17:00:00,26.35,60.62,760.86,112.51,62.672
1002,2026-06-11 18:00:00,24.94,63.57,800.36,0.32,62.712
1003,2026-06-11 19:00:00,23.6,66.84,850.17,0.0,62.752
1004,2026-06-11 20:00:00,22.11,70.15,849.68,0.01,62.793
1005,2026-06-11 21:00:00,20.46,73.47,848.64,0.0,62.833
1006,2026-06-11 22:00:00,18.93,76.46,849.36,0.79,62.874
1007,2026-06-11 23:00:00,17.74,79.36,848.78,0.0,62.913
1008,2026-06-12 00:00:00,16.85,81.52,849.28,0.2,62.945
1009,2026-06-12 01:00:00,16.37,82.75,849.31,0.0,62.972
1010,2026-06-12 02:00:00,16.01,83.18,849.97,0.0,62.998
1011,2026-06-12 03:00:00,16.13,82.73,849.83,0.0,63.025
1012,2026-06-12 04:00:00,16.79,81.44,850.89,0.0,63.056
1013,2026-06-12 05:00:00,17.79,79.25,850.57,0.47,63.096
1014,2026-06-12 06:00:00,19.06,76.71,800.59,0.0,63.135
1015,2026-06-12 07:00:00,20.47,73.58,760.53,111.14,63.188
1016,2026-06-12 08:00:00,22.01,70.06,724.18,300.43,63.252
1017,2026-06-12 09:00:00,23.55,66.25,693.71,505.22,63.323
1018,2026-06-12 10:00:00,24.99,63.61,668.88,684.01,63.396
1019,2026-06-12 11:00:00,26.05,60.59,654.72,806.29,63.471
1020,2026-06-12 12:00:00,27.28,58.7,650.08,849.54,63.536
1021,2026-06-12 13:00:00,27.87,57.25,654.29,804.78,63.597
1022,2026-06-12 14:00:00,27.97,56.91,672.37,685.12,63.655
1023,2026-06-12 15:00:00,27.74,57.07,694.49,503.21,63.712
1024,2026-06-12 16:00:00,27.24,58.69,725.44,300.25,63.768
1025,2026-06-12 17:00:00,26.29,60.69,760.4,114.23,63.82
1026,2026-06-12 18:00:00,24.97,63.52,797.58,1.6,63.859
1027,2026-06-12 19:00:00,23.66,66.59,850.56,0.7,63.899
1028,2026-06-12 20:00:00,21.95,70.08,849.19,0.0,63.939
1029,2026-06-12 21:00:00,20.53,73.56,849.29,0.0,63.979
1030,2026-06-12 22:00:00,18.95,76.71,849.0,0.45,64.02
1031,2026-06-12 23:00:00,17.81,79.32,851.01,0.0,64.059
1032,2026-06-13 00:00:00,16.79,81.28,851.02,0.0,64.091
1033,2026-06-13 01:00:00,16.23,82.74,848.95,0.0,64.117
1034,2026-06-13 02:00:00,16.1,83.23,848.99,0.38,64.143
1035,2026-06-13 03:00:00,16.19,83.27,850.29,0.0,64.169
1036,2026-06-13 04:00:00,16.91,81.16,850.09,2.49,64.202
1037,2026-06-13 05:00:00,17.75,79.07,849.6,1.82,64.241
1038,2026-06-13 06:00:00,19.03,76.47,799.31,0.0,64.28
1039,2026-06-13 07:00:00,20.47,73.62,762.23,112.49,64.332
1040,2026-06-13 08:00:00,21.9,69.8,725.53,298.84,64.396
1041,2026-06-13 09:00:00,23.54,66.63,692.8,504.13,64.466
1042,2026-06-13 10:00:00,24.99,63.48,671.16,685.8,64.539
1043,2026-06-13 11:00:00,26.25,60.55,654.04,806.29,64.612
1044,2026-06-13 12:00:00,27.23,58.62,647.9,849.02,64.677
1045,2026-06-13 13:00:00,27.89,57.26,653.69,809.87,64.737
1046,2026-06-13 14:00:00,28.0,56.86,670.5,684.58,64.794
1047,2026-06-13 15:00:00,27.74,57.57,694.94,506.44,64.851
1048,2026-06-13 16:00:00,27.24,58.42,726.28,299.47,64.907
1049,2026-06-13 17:00:00,26.26,60.42,759.14,112.32,64.958
1050,2026-06-13 18:00:00,24.94,63.1,800.54,2.65,64.997
1051,2026-06-13 19:00:00,23.66,66.54,850.01,1.11,65.037
1052,2026-06-13 20:00:00,22.08,69.95,850.03,0.38,65.077
1053,2026-06-13 21:00:00,20.49,73.4,849.88,1.72,65.117
1054,2026-06-13 22:00:00,19.09,76.67,851.72,0.0,65.157
1055,2026-06-13 23:00:00,17.88,79.42,853.27,0.0,65.196
1056,2026-06-14 00:00:00,16.75,81.49,850.4,2.44,65.227
1057,2026-06-14 01:00:00,16.15,82.89,851.16,0.88,65.253
1058,2026-06-14 02:00:00,15.93,83.41,851.23,0.75,65.278
1059,2026-06-14 03:00:00,16.22,82.78,849.92,0.8,65.305
1060,2026-06-14 04:00:00,16.81,81.3,848.95,0.0,65.336
1061,2026-06-14 05:00:00,17.77,79.33,850.22,0.63,65.375
1062,2026-06-14 06:00:00,18.95,76.82,799.73,0.0,65.413
1063,2026-06-14 07:00:00,20.48,73.14,760.39,113.15,65.465
1064,2026-06-14 08:00:00,21.87,70.17,726.51,300.06,65.529
1065,2026-06-14 09:00:00,23.57,66.75,693.47,506.5,65.598
1066,2026-06-14 10:00:00,24.95,63.33,669.3,685.47,65.67
1067,2026-06-14 11:00:00,26.33,60.64,653.84,805.57,65.742
1068,2026-06-14 12:00:00,27.23,58.85,650.39,849.52,65.807
1069,2026-06-14 13:00:00,27.85,57.21,654.73,805.73,65.866
1070,2026-06-14 14:00:00,28.11,56.42,670.89,684.46,65.922
1071,2026-06-14 15:00:00,27.76,57.5,693.22,504.56,65.979
1072,2026-06-14 16:00:00,27.19,58.63,724.56,298.55,66.034
1073,2026-06-14 17:00:00,26.18,60.86,761.25,112.49,66.085
1074,2026-06-14 18:00:00,24.98,63.3,801.68,0.0,66.124
1075,2026-06-14 19:00:00,23.52,66.75,849.28,0.0,66.163
1076,2026-06-14 20:00:00,22.0,70.0,850.26,2.61,66.203
1077,2026-06-14 21:00:00,20.47,73.06,850.33,0.05,66.242
1078,2026-06-14 22:00:00,19.0,76.64,849.97,0.0,66.282
1079,2026-06-14 23:00:00,17.8,79.25,849.05,3.78,66.321
1080,2026-06-15 00:00:00,16.75,81.45,848.5,0.15,66.352
1081,2026-06-15 01:00:00,16.13,82.68,851.05,0.59,66.378
1082,2026-06-15 02:00:00,16.04,82.93,851.84,0.0,66.403
1083,2026-06-15 03:00:00,16.32,82.9,850.58,0.0,66.43
1084,2026-06-15 04:00:00,16.82,81.36,850.03,0.0,66.461
1085,2026-06-15 05:00:00,17.6,79.5,849.92,0.0,66.498
1086,2026-06-15 06:00:00,18.96,76.65,799.11,0.0,66.537
1087,2026-06-15 07:00:00,20.48,73.49,760.98,110.49,66.588
1088,2026-06-15 08:00:00,22.01,69.78,723.97,299.58,66.651
1089,2026-06-15 09:00:00,23.62,66.53,693.49,507.86,66.72
1090,2026-06-15 10:00:00,25.03,63.45,669.73,684.29,66.791
1091,2026-06-15 11:00:00,26.08,60.81,655.56,806.7,66.864
1092,2026-06-15 12:00:00,27.19,58.68,648.45,849.26,66.928
1093,2026-06-15 13:00:00,27.71,57.52,655.99,804.17,66.988
1094,2026-06-15 14:00:00,27.89,56.78,669.62,683.38,67.045
1095,2026-06-15 15:00:00,27.94,57.3,694.41,504.55,67.1
1096,2026-06-15 16:00:00,27.25,58.51,724.72,301.28,67.155
1097,2026-06-15 17:00:00,26.12,60.91,761.36,113.52,67.206
1098,2026-06-15 18:00:00,24.92,63.26,798.84,0.31,67.244
1099,2026-06-15 19:00:00,23.56,66.51,848.99,0.0,67.283
1100,2026-06-15 20:00:00,22.0,69.93,849.31,1.93,67.322
1101,2026-06-15 21:00:00,20.44,73.61,849.47,0.31,67.362
1102,2026-06-15 22:00:00,19.0,76.35,851.43,0.0,67.401
1103,2026-06-15 23:00:00,17.81,79.22,849.84,0.0,67.439
1104,2026-06-16 00:00:00,16.9,81.48,850.37,1.7,67.47
1105,2026-06-16 01:00:00,16.29,82.87,848.58,0.0,67.497
1106,2026-06-16 02:00:00,15.92,83.31,850.17,0.0,67.521
1107,2026-06-16 03:00:00,16.19,82.53,849.95,0.0,67.547
1108,2026-06-16 04:00:00,16.84,81.49,851.91,1.06,67.578
1109,2026-06-16 05:00:00,17.73,79.46,848.6,0.0,67.616
1110,2026-06-16 06:00:00,19.02,76.28,799.96,0.0,67.654
1111,2026-06-16 07:00:00,20.45,73.25,761.6,111.95,67.705
1112,2026-06-16 08:00:00,22.11,70.0,724.23,300.21,67.767
1113,2026-06-16 09:00:00,23.45,66.64,694.52,508.5,67.835
1114,2026-06-16 10:00:00,24.95,63.36,669.52,685.3,67.906
1115,2026-06-16 11:00:00,26.27,60.66,656.2,806.16,67.977
1116,2026-06-16 12:00:00,27.27,58.65,649.99,849.61,68.041
1117,2026-06-16 13:00:00,27.98,57.13,655.41,805.99,68.098
1118,2026-06-16 14:00:00,28.13,56.93,669.42,685.68,68.154
1119,2026-06-16 15:00:00,27.81,57.17,694.69,505.9,68.209
1120,2026-06-16 16:00:00,27.21,58.56,725.43,300.81,68.263
1121,2026-06-16 17:00:00,26.25,60.57,762.87,110.61,68.313
1122,2026-06-16 18:00:00,25.03,63.35,801.76,0.0,68.351
1123,2026-06-16 19:00:00,23.5,66.44,850.32,0.0,68.389
1124,2026-06-16 20:00:00,21.96,69.68,850.24,0.0,68.428
1125,2026-06-16 21:00:00,20.34,73.58,848.69,1.0,68.467
1126,2026-06-16 22:00:00,18.95,76.84,850.75,0.0,68.506
1127,2026-06-16 23:00:00,17.69,79.42,849.74,0.0,68.543
1128,2026-06-17 00:00:00,16.9,81.32,850.09,1.19,68.574
1129,2026-06-17 01:00:00,16.27,82.73,849.71,0.0,68.601
1130,2026-06-17 02:00:00,15.92,83.25,849.86,0.09,68.625
1131,2026-06-17 03:00:00,16.28,82.57,849.76,0.24,68.651
1132,2026-06-17 04:00:00,16.75,81.65,850.91,0.36,68.681
1133,2026-06-17 05:00:00,17.89,79.11,849.99,0.46,68.719
1134,2026-06-17 06:00:00,18.93,76.65,798.89,0.86,68.757
1135,2026-06-17 07:00:00,20.53,73.46,759.32,110.71,68.808
1136,2026-06-17 08:00:00,22.04,70.0,722.31,302.07,68.869
1137,2026-06-17 09:00:00,23.56,66.46,694.93,504.57,68.937
1138,2026-06-17 10:00:00,24.95,63.45,671.88,687.07,69.008
1139,2026-06-17 11:00:00,26.27,60.74,655.9,805.36,69.078
1140,2026-06-17 12:00:00,27.24,58.46,650.32,849.72,69.141
1141,2026-06-17 13:00:00,27.83,57.27,652.04,807.15,69.199
1142,2026-06-17 14:00:00,28.05,56.87,669.99,687.09,69.254
1143,2026-06-17 15:00:00,27.82,57.32,694.98,505.87,69.309
1144,2026-06-17 16:00:00,27.13,58.2,724.52,301.47,69.363
1145,2026-06-17 17:00:00,26.22,60.79,761.33,113.53,69.412
1146,2026-06-17 18:00:00,24.98,63.47,800.51,1.88,69.45
1147,2026-06-17 19:00:00,23.42,66.51,850.85,1.93,69.489
1148,2026-06-17 20:00:00,22.02,69.96,850.76,1.09,69.528
1149,2026-06-17 21:00:00,20.42,73.47,851.18,2.36,69.567
1150,2026-06-17 22:00:00,19.06,76.61,849.95,0.7,69.605
1151,2026-06-17 23:00:00,17.75,79.36,848.94,1.62,69.643
1152,2026-06-18 00:00:00,16.72,81.37,850.1,2.49,69.673
1153,2026-06-18 01:00:00,16.17,82.65,849.45,2.07,69.699
1154,2026-06-18 02:00:00,15.79,83.05,852.73,0.74,69.723
1155,2026-06-18 03:00:00,16.12,82.74,850.07,1.06,69.748
1156,2026-06-18 04:00:00,16.94,81.49,849.46,0.98,69.779
1157,2026-06-18 05:00:00,17.7,79.18,848.24,0.0,69.816
1158,2026-06-18 06:00:00,18.93,76.42,800.31,0.0,69.853
1159,2026-06-18 07:00:00,20.21,73.26,760.71,111.16,69.903
1160,2026-06-18 08:00:00,22.11,69.91,725.88,300.5,69.964
1161,2026-06-18 09:00:00,23.55,66.46,693.88,504.46,70.032
1162,2026-06-18 10:00:00,25.01,63.36,669.15,686.28,70.101
1163,2026-06-18 11:00:00,26.27,60.6,655.26,806.82,70.171
1164,2026-06-18 12:00:00,27.13,58.58,649.38,848.82,70.234
1165,2026-06-18 13:00:00,27.67,57.2,655.68,806.06,70.293
1166,2026-06-18 14:00:00,28.19,56.93,671.4,686.03,70.347
1167,2026-06-18 15:00:00,27.93,57.13,691.37,504.86,70.4
1168,2026-06-18 16:00:00,27.24,58.59,725.28,302.17,70.454
1169,2026-06-18 17:00:00,26.27,60.79,760.24,110.55,70.502
1170,2026-06-18 18:00:00,25.12,63.42,799.38,0.0,70.54
1171,2026-06-18 19:00:00,23.5,66.48,848.72,0.0,70.578
1172,2026-06-18 20:00:00,21.99,69.91,851.11,0.37,70.616
1173,2026-06-18 21:00:00,20.47,73.3,849.88,0.45,70.654
1174,2026-06-18 22:00:00,19.05,76.59,851.08,0.01,70.692
1175,2026-06-18 23:00:00,17.82,79.26,848.19,0.34,70.73
1176,2026-06-19 00:00:00,16.86,81.52,850.42,0.0,70.76
1177,2026-06-19 01:00:00,16.14,82.83,850.43,0.0,70.785
1178,2026-06-19 02:00:00,16.08,83.07,849.42,2.05,70.809
1179,2026-06-19 03:00:00,16.27,82.7,850.29,0.19,70.835
1180,2026-06-19 04:00:00,16.6,81.3,849.95,0.0,70.865
1181,2026-06-19 05:00:00,17.78,79.5,849.68,0.0,70.902
1182,2026-06-19 06:00:00,19.02,76.55,799.84,0.0,70.939
1183,2026-06-19 07:00:00,20.62,73.08,760.79,111.92,70.988
1184,2026-06-19 08:00:00,21.94,70.13,725.81,300.46,71.049
1185,2026-06-19 09:00:00,23.53,66.57,693.83,505.32,71.116
1186,2026-06-19 10:00:00,24.99,63.44,670.85,683.5,71.185
1187,2026-06-19 11:00:00,26.16,60.4,655.98,807.24,71.255
1188,2026-06-19 12:00:00,27.23,58.35,651.78,849.24,71.317
1189,2026-06-19 13:00:00,27.81,57.38,654.12,806.24,71.374
